application_1508545462036_0214	6
application_1508545462036_0214	8
application_1508545462036_0214	10
application_1508545462036_0214	12
application_1508545462036_0215	4
application_1508545462036_0215	6
application_1508545462036_0215	8
application_1508545462036_0215	10
application_1508545462036_0215	12
application_1508545462036_0216	6
application_1508545462036_0216	8
application_1508545462036_0216	10
application_1508545462036_0216	12
application_1508545462036_0217	6
application_1508545462036_0217	8
application_1508545462036_0217	10
application_1508545462036_0217	12
application_1508545462036_0220	4
application_1508545462036_0221	4
application_1508545462036_0221	6
application_1508545462036_0221	10
application_1508545462036_0222	6
application_1508545462036_0222	10
application_1508545462036_0222	12
application_1508545462036_0225	4
application_1508545462036_0225	13
application_1508545462036_0226	6
application_1508545462036_0226	8
application_1508545462036_0226	10
application_1508545462036_0226	12
application_1508545462036_0227	6
application_1508545462036_0227	8
application_1508545462036_0227	10
application_1508545462036_0227	12
application_1508545462036_0228	6
application_1508545462036_0228	8
application_1508545462036_0228	10
application_1508545462036_0228	12
application_1508545462036_0228	15
application_1508545462036_0229	6
application_1508545462036_0229	8
application_1508545462036_0229	10
application_1508545462036_0229	12
application_1508545462036_0230	6
application_1508545462036_0230	8
application_1508545462036_0230	10
application_1508545462036_0230	12
application_1508545462036_0231	6
application_1508545462036_0231	8
application_1508545462036_0231	10
application_1508545462036_0231	12
application_1508545462036_0234	6
application_1508545462036_0234	8
application_1508545462036_0234	10
application_1508545462036_0234	12
application_1508545462036_0235	6
application_1508545462036_0235	8
application_1508545462036_0235	10
application_1508545462036_0235	13
application_1508545462036_0236	4
application_1508545462036_0236	13
application_1508545462036_0237	13
application_1508545462036_0239	6
application_1508545462036_0239	8
application_1508545462036_0240	13
application_1508545462036_0242	6
application_1508545462036_0242	8
application_1508545462036_0242	10
application_1508545462036_0242	12
application_1508545462036_0245	13
application_1508545462036_0246	6
application_1508545462036_0246	8
application_1508545462036_0246	10
application_1508545462036_0246	12
application_1508545462036_0247	13
application_1508545462036_0249	6
application_1508545462036_0249	10
application_1508545462036_0249	12
application_1508545462036_0250	6
application_1508545462036_0250	8
application_1508545462036_0250	10
application_1508545462036_0251	13
application_1508545462036_0252	6
application_1508545462036_0252	8
application_1508545462036_0252	10
application_1508545462036_0254	2
application_1508545462036_0255	2
application_1508545462036_0255	13
application_1508545462036_0256	13
application_1508545462036_0257	13
