application_1508545462036_0213	7
application_1508545462036_0213	8
application_1508545462036_0213	9
application_1508545462036_0218	5
application_1508545462036_0218	6
application_1508545462036_0218	7
application_1508545462036_0219	11
application_1508545462036_0222	7
application_1508545462036_0222	9
application_1508545462036_0222	11
application_1508545462036_0224	11
application_1508545462036_0226	5
application_1508545462036_0226	7
application_1508545462036_0227	5
application_1508545462036_0227	7
application_1508545462036_0228	7
application_1508545462036_0228	9
application_1508545462036_0229	5
application_1508545462036_0229	7
application_1508545462036_0229	9
application_1508545462036_0230	7
application_1508545462036_0231	7
application_1508545462036_0231	9
application_1508545462036_0231	11
application_1508545462036_0232	9
application_1508545462036_0232	11
application_1508545462036_0233	7
application_1508545462036_0233	9
application_1508545462036_0233	11
application_1508545462036_0234	5
application_1508545462036_0234	7
application_1508545462036_0235	11
application_1508545462036_0238	7
application_1508545462036_0241	9
application_1508545462036_0241	11
application_1508545462036_0242	9
application_1508545462036_0242	11
application_1508545462036_0243	7
application_1508545462036_0243	9
application_1508545462036_0243	10
application_1508545462036_0243	11
application_1508545462036_0246	11
application_1508545462036_0247	11
application_1508545462036_0248	5
application_1508545462036_0248	7
application_1508545462036_0249	5
application_1508545462036_0249	7
application_1508545462036_0251	11
application_1508545462036_0253	9
application_1508545462036_0253	11
application_1508545462036_0254	7
application_1508545462036_0254	9
application_1508545462036_0255	5
application_1508545462036_0255	7
application_1508545462036_0255	9
application_1508545462036_0256	7
application_1508545462036_0256	9
application_1508545462036_0257	7
application_1508545462036_0257	9
