application_1508545462036_0213	10
application_1508545462036_0213	11
application_1508545462036_0218	8
application_1508545462036_0218	9
application_1508545462036_0218	10
application_1508545462036_0218	11
application_1508545462036_0226	9
application_1508545462036_0226	11
application_1508545462036_0227	9
application_1508545462036_0227	11
application_1508545462036_0228	11
application_1508545462036_0229	11
application_1508545462036_0230	9
application_1508545462036_0230	11
application_1508545462036_0234	9
application_1508545462036_0234	11
application_1508545462036_0238	9
application_1508545462036_0238	11
application_1508545462036_0248	9
application_1508545462036_0248	11
application_1508545462036_0249	9
application_1508545462036_0249	11
application_1508545462036_0254	11
application_1508545462036_0255	11
application_1508545462036_0256	11
application_1508545462036_0257	11
