application_1508545462036_0294	4
application_1508545462036_0300	0
application_1508545462036_0301	0
application_1508545462036_0371	4
application_1508545462036_0377	9
application_1508545462036_0379	9
application_1508545462036_0380	4
application_1508545462036_0402	4
