appId	appName	stageId	ipBytes	cachedBytes	shuffleBytesRead	shuffleBytesWritten	opBytes	maxHeap	maxCores	yarnOverhead	numExecs	sparkMemoryFraction	offHeap	offHeapSize	serializer	gcAlgo	newRatio	failedExecs	maxStorage	maxExecution	totalTime	maxUsedHeap	minUsageGap	maxOldGenUsed	totalGCTime	totalNumYoungGC	totalNumOldGC
application_1508545462036_0112	micro	2	137818913	0	0	17140528	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	8	10	287869085	170303279	1109085	995185664	78556160	206090	925443976	3017	224
application_1508545462036_0112	micro	3	0	0	41137268	26498545	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	8	10	262249402	169545375	175073	1021282352	52459472	6636	945427128	398	14
application_1508545462036_0112	micro	4	0	0	11798	0	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	8	1	0	0	44	0	1073741824	0	0	0	0
application_1508545462036_0112	micro	5	135542154	134217728	0	0	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	8	10	287690923	75497472	2098246	1014070952	59670872	320152	953076216	5841	508
application_1508545462036_0112	micro	6	134618885	0	0	0	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	8	10	287583424	0	27753	939960336	133781488	6395	912593760	80	5
application_1508545462036_0112	micro	7	137818925	0	0	17166218	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	8	10	287690923	168325880	1120202	1007697480	66044344	206313	927641080	2450	177
application_1508545462036_0112	micro	8	0	0	41198923	26837313	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	8	10	261178986	168325880	168332	976433408	97308416	6316	869442416	118	1
application_1508545462036_0112	micro	9	0	0	11799	0	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	8	1	0	0	40	0	1073741824	0	0	0	0
application_1508545462036_0113	micro	0	132744265	134217728	0	0	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	11	10	290089302	0	2246034	1003667336	70074488	413791	983450640	6170	802
application_1508545462036_0113	micro	1	134619034	0	0	0	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	11	9	290164814	0	28211	999532688	74209136	7232	948047040	72	7
application_1508545462036_0113	micro	2	137818879	0	0	17146538	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	11	10	290432678	173590365	1128779	1021092032	52649792	229013	960216784	3289	278
application_1508545462036_0113	micro	3	0	0	41151692	23581796	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	11	10	282887098	262496661	168243	991084784	82657040	4888	932563152	231	7
application_1508545462036_0113	micro	4	0	0	11799	0	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	11	1	0	0	51	0	1073741824	0	0	0	0
application_1508545462036_0113	micro	5	135542126	134217728	0	0	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	11	10	290721236	201457664	2186341	1040827488	32914336	376912	976482088	6276	558
application_1508545462036_0113	micro	6	134619472	0	0	0	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	11	9	290397428	0	27582	990548800	83193024	6361	934921128	82	7
application_1508545462036_0113	micro	7	137818945	0	0	17104670	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	11	10	290822120	134348800	1141817	1033951064	39790760	223138	963547144	3116	244
application_1508545462036_0113	micro	8	0	0	41051208	26944971	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	11	10	282761690	174287860	177593	1015629544	58112280	3563	957794360	162	4
application_1508545462036_0113	micro	9	0	0	11800	0	0	1073741824	1	1073741824	10	0.40	0	0	java	parallel	11	1	0	0	37	0	1073741824	0	0	0	0
application_1508545462036_0114	micro	0	128935593	139749478	0	0	0	1073741824	1	1073741824	10	0.60	0	0	java	parallel	2	14	315373446	0	2473459	952823712	120918112	354201	715351088	6467	795
application_1508545462036_0115	micro	0	131999100	133938689	0	0	0	1073741824	1	1073741824	10	0.60	0	0	java	parallel	5	11	418745048	0	2168805	999397560	74344264	278619	891297072	6126	584
application_1508545462036_0115	micro	1	134618885	0	0	0	0	1073741824	1	1073741824	10	0.60	0	0	java	parallel	5	8	408562396	0	26762	917869584	155872240	5601	847521824	83	10
application_1508545462036_0115	micro	2	137798412	0	0	17145423	0	1073741824	1	1073741824	10	0.60	0	0	java	parallel	5	10	417416214	251920384	1234015	985255088	88486736	182083	866699720	3064	337
application_1508545462036_0115	micro	3	0	0	41149015	59	0	1073741824	1	1073741824	10	0.60	0	0	java	parallel	5	10	401916648	251920384	131279	984582112	89159712	5342	870178856	147	6
application_1508545462036_0115	micro	4	0	0	11799	0	0	1073741824	1	1073741824	10	0.60	0	0	java	parallel	5	1	0	0	47	0	1073741824	0	0	0	0
application_1508545462036_0115	micro	5	134463536	133660808	0	0	0	1073741824	1	1073741824	10	0.60	0	0	java	parallel	5	11	418466377	251920384	2273306	987084224	86657600	282899	894763248	6231	502
application_1508545462036_0115	micro	6	134219296	0	0	0	0	1073741824	1	1073741824	10	0.60	0	0	java	parallel	5	7	416702529	0	44582	934259584	139482240	7317	839512960	81	8
